RSECTION	DISTRICT	CO	ID_PREFIX	ID_RTE_NO	MUNICIPALITY	MP_SUFFIX	EXIT_NUMBER	RAMP_NUMBER	D	IS_INV_DIR	BEGIN_DIR_MP	END_DIR_MP	ROAD_NAME_START	BEGIN_DESCRIPTION	END_DESCRIPTION	SECTION_LENGTH	COLL_CATEGORY	PRIORITY	GOVT_CONTROL	NHS_CODE	INV_BMP	INV_EMP	BEG_LAT	BEG_LONG	END_LAT	END_LONG	GLOBAL_ROUTE_ID	SUB_ROUTE_ID	ROUTE	TRIMROUTE	ROUTEID	MULTIPLE_BEG_INT	MULTIPLE_END_INT	RVISIKEY	ASSOCIATED_ID_PREFIX	FDIR	BEGIN_SECTION_DESC	BEGIN_SECTION_MILE_POINT	END_SECTION_DESC	END_SECTION_MILE_POINT	COLLECTION_YEAR
6383311	3	PG	RP	95	0		19	9	W	1	0	1.19	RAMP 9 FR IS 595 WB TO MD 950 SB	JOHN HANSON HWY	GARDEN CITY DR (AHEAD)	1.19	10	2	1	1	0	1.19	38.9465619	-76.8458131	38.9507361	-76.8660361	63833	1	IS 95 E19 R9	IS 95 E19 R9	16000RP00095  02WWIS19        09	1	1	4869	IS	5					2016
6383411	3	PG	RP	95	0		2	2	W	1	0	0.474	RAMP 2 FR IS 95 LS TO IS 295 NB	START OF INVENTORY	ANACOSTIA FREEWAY	0.474	10	2	1	1	0	0.474	38.7973986	-77.0109338	38.7989155	-77.0190687	63834	1	IS 95 E2 R2	IS 95 E2 R2	16000RP00095  02WWIS2         02	0	1	4870	IS	5					2016
6383511	3	PG	RP	95	0		2	7	W	1	0	0.216	RAMP 7 FR IS 95 LS TO RP 9 (TO NATL HBR)	START OF INVENTORY	END OF INVENTORY	0.216	10	2	1	1	0	0.216	38.794861	-77.0174262	38.7959107	-77.0173498	63835	1	IS 95 E2 R7	IS 95 E2 R7	16000RP00095  02WWIS2         07	0	0	4871	IS	5					2016
6383611	3	PG	RP	95	0		2	16	W	1	0	0.363	RAMP 16 FR NATIONAL AVE TO RAMP 9	NATIONAL HARBOR RD	RAMP 9 FR IS 295 SB TO NATL HARBOR	0.363	10	2	1	1	0	0.363	38.7938235	-77.0117477	38.7923697	-77.014683	63836	1	IS 95 E2 R16	IS 95 E2 R16	16000RP00095  02WWIS2         16	1	1	4872	IS	5					2016
6383711	3	PG	RP	95	0		2	25	W	1	0	0.024	RAMP 25 FR HARBORVIEW AVE TO RAMP 22	NATIONAL HARBOR RD	RAMP 22 FR NATL HARBOR RD TO RAMP 11	0.024	10	2	1	1	0	0.024	38.7971983	-77.0038879	38.797327	-77.0043345	63837	1	IS 95 E2 R25	IS 95 E2 R25	16000RP00095  02WWIS2         25	1	1	4873	IS	5					2016
6383811	3	PG	RP	95	0		20	7	W	1	0	0.2	RAMP 7 FR MD 450 WB TO IS 95 SB	ANNAPOLIS RD	CAPITAL BELTWAY	0.2	10	2	1	1	0	0.2	38.9593277	-76.8666256	38.9598122	-76.8663938	63838	1	IS 95 E20 R7	IS 95 E20 R7	16000RP00095  02WWIS20        07	1	1	4874	IS	5					2016
6383911	3	PG	RP	95	0		22	2	W	1	0	0.3	RAMP 2 FR MD 295 WB TO IS 95 NB	BALTIMORE WASHINGTON PKWY	CAPITAL BELTWAY	0.3	10	2	1	1	0	0.3	38.9940025	-76.8827358	38.9951073	-76.8888585	63839	1	IS 95 E22 R2	IS 95 E22 R2	16000RP00095  02WWIS22        02	1	1	4875	IS	5					2016
6384011	3	PG	RP	95	0		22	7	W	1	0	0.23	RAMP 7 FR MD 295 WB TO IS 95 SB	BALTIMORE WASHINGTON PKWY	CAPITAL BELTWAY	0.23	10	2	1	1	0	0.23	38.9914419	-76.8867149	38.9918475	-76.886413	63840	1	IS 95 E22 R7	IS 95 E22 R7	16000RP00095  02WWIS22        07	1	1	4876	IS	5					2016
6384111	3	PG	RP	95	0		23	5	W	1	0	0.25	RAMP 5 FR MD 201 SB TO IS 95 EB	KENILWORTH AVE	CAPITAL BELTWAY	0.25	10	2	1	1	0	0.25	39.0027989	-76.8955617	39.0029774	-76.8955127	63841	1	IS 95 E23 R5	IS 95 E23 R5	16000RP00095  02WWIS23        05	1	1	4877	IS	5					2016
6384211	3	PG	RP	95	0		25	7	W	1	0	0.208	RAMP 7 FR IS 95 WB TO US 1 SB	CAPITAL BELTWAY	IKEA WAY (ENT TO S.C.) (AHEAD)	0.208	10	2	1	1	0	0.208	39.0185218	-76.9209927	39.0196955	-76.9261798	63842	1	IS 95 E25 R7	IS 95 E25 R7	16000RP00095  02WWIS25        07	1	1	4878	IS	5					2016
6384311	3	PG	RP	95	0		25	8	W	1	0	0.202	RAMP 8 FR US 1 SB TO IS 95 WB	BALTIMORE AVE	CAPITAL BELTWAY	0.202	10	2	1	1	0	0.202	39.0193124	-76.9262899	39.0192466	-76.9307195	63843	1	IS 95 E25 R8	IS 95 E25 R8	16000RP00095  02WWIS25        08	1	1	4879	IS	5					2016
6384411	3	PG	RP	95	0		27	7	W	1	0	0.53	RAMP 7 FR IS 95 WB TO IS 95X SB	NO NAME	NO NAME	0.53	10	2	1	1	0	0.53	39.0237377	-76.9456765	39.0215324	-76.9525907	63844	1	IS 95 E27 R7	IS 95 E27 R7	16000RP00095  02WWIS27        07	1	1	4880	IS	5					2016
6384511	3	PG	RP	95	0		27	8	W	1	0	0.6	RAMP 8 FR IS 95X SB TO IS 495 WB	NO NAME	CAPITAL BELTWAY	0.6	10	2	1	1	0	0.6	39.0281571	-76.950903	39.0201604	-76.9582783	63845	1	IS 95 E27 R8	IS 95 E27 R8	16000RP00095  02WWIS27        08	1	1	4881	IS	5					2016
6384611	3	PG	RP	95	0		29	7	W	1	0	0.28	RAMP 7 FR MD 212 WB TO IS 95 SB	POWDER MILL RD	NO NAME	0.28	10	2	1	1	0	0.28	39.050625	-76.9309923	39.050699	-76.9308605	63846	1	IS 95 E29 R7	IS 95 E29 R7	16000RP00095  02WWIS29        07	1	1	4882	IS	5					2016
6384711	3	PG	RP	95	0		3	2	W	1	0	0.235	RAMP 2 FR IS 95 LS TO MD 210 NB	START OF INVENTORY	INDIAN HEAD HWY	0.235	10	2	1	1	0	0.235	38.8057392	-76.9942643	38.8063552	-76.998525	63847	1	IS 95 E3 R2	IS 95 E3 R2	16000RP00095  02WWIS3         02	0	1	4883	IS	5					2016
6384811	3	PG	RP	95	0		3	7	W	1	0	0.041	RAMP 7 FR RAMP 2 (FR IS 95) TO MD 210 SB	RAMP 2 FR IS 95 WB TO MD 210 NB	INDIAN HEAD HWY	0.041	10	2	1	1	0	0.041	38.8060964	-76.997992	38.8057718	-76.998846	63848	1	IS 95 E3 R7	IS 95 E3 R7	16000RP00095  02WWIS3         07	1	1	4884	IS	5					2016
6384911	3	PG	RP	95	0		33	2	W	1	0	0.48	RAMP 2 FR RP 7 (MD198 WB) TO IS 95 NB CD	RAMP 7 FR MD 198 WB TO IS 95 SB	END OF INVENTORY	0.48	10	2	1	1	0	0.48	39.101798	-76.882324	39.105233	-76.885664	63849	1	IS 95 E33 R2	IS 95 E33 R2	16000RP00095  02WWIS33        02	1	0	4885	IS	5					2016
6385011	3	PG	RP	95	0		33	7	W	1	0	1.48	RAMP 7 FR MD 198 WB TO IS 95 SB	SANDY SPRING RD	NO NAME	1.48	10	2	1	1	0	1.48	39.1023609	-76.8756739	39.0887851	-76.8948174	63850	1	IS 95 E33 R7	IS 95 E33 R7	16000RP00095  02WWIS33        07	1	1	4886	IS	5					2016
6385111	3	PG	RP	95	0		4	2	W	1	0	0.24	RAMP 2 FR IS 95 WB TO MD 414 NB	CAPITAL BELTWAY	ST BARNABAS RD	0.24	10	2	1	1	0	0.24	38.8113766	-76.9631365	38.8111749	-76.9675895	63851	1	IS 95 E4 R2	IS 95 E4 R2	16000RP00095  02WWIS4         02	1	1	4887	IS	5					2016
6385211	3	PG	RP	95	0		4	7	W	1	0	0.26	RAMP 7 FR IS 95 WB TO MD 414 SB	CAPITAL BELTWAY	ST BARNABAS RD	0.26	10	2	1	1	0	0.26	38.8087425	-76.9705461	38.8090851	-76.9701318	63852	1	IS 95 E4 R7	IS 95 E4 R7	16000RP00095  02WWIS4         07	1	1	4888	IS	5					2016
6385311	3	PG	RP	95	0		4	9	W	1	0	0.01	RAMP 9 FR RAMP 2 (FR IS 95) TO MD 414 SB	RAMP 2 FR IS 95 WB TO MD 414 NB	ST BARNABAS RD	0.01	10	2	1	1	0	0.01	38.8108481	-76.9675049	38.8110365	-76.9678289	63853	1	IS 95 E4 R9	IS 95 E4 R9	16000RP00095  02WWIS4         09	1	1	4889	IS	5					2016
6385411	3	PG	RP	95	0		9	7	W	1	0	0.21	RAMP 7 FR IS 95 WB TO FORESTVILLE RD SB	CAPITAL BELTWAY	FORESTVILLE RD	0.21	10	2	1	1	0	0.21	38.8272743	-76.8786049	38.8277704	-76.8787283	63854	1	IS 95 E9 R7	IS 95 E9 R7	16000RP00095  02WWIS9         07	1	1	4890	IS	5					2016
6385511	3	PG	RP	95	0		9	9	W	1	0	0.02	RAMP 9 FR MD 337 WB TO RAMP 4 (TO IS 95)	ALLENTOWN RD	RAMP 4 FR MD 337 NB TO IS 95 EB	0.02	10	2	1	1	0	0.02	38.8267671	-76.8774557	38.8269311	-76.8777688	63855	1	IS 95 E9 R9	IS 95 E9 R9	16000RP00095  02WWIS9         09	1	1	4891	IS	5					2016
6387811	3	PG	RP	201	0		1	2	N	1	0	0.05	RAMP 2 FR MD 965 WB TO MD 201 NB	KENILWORTH AVE	KENILWORTH AVE	0.05	10	2	1	1	0	0.05	38.9130612	-76.9331021	38.9137953	-76.9328809	63878	1	MD 201 E1 R2	MD 201 E1 R2	16000RP00201  02NNMD1         02	1	1	4892	MD	5					2016
6387911	3	PG	RP	201	0		6	1	N	1	0	0.23	RAMP 1 FR MD 201 NB TO MD 193 WB	KENILWORTH AVE	GREENBELT RD	0.23	10	2	1	1	0	0.23	38.993205	-76.9025573	38.9961139	-76.8998828	63879	1	MD 201 E6 R1	MD 201 E6 R1	16000RP00201  02NNMD6         01	1	1	4893	MD	5					2016
6388011	3	PG	RP	201	0		6	3	N	1	0	0.03	RAMP 3 FR MD 193 TO RAMP 2 (TO MD 201)	GREENBELT RD	RAMP 2 FR MD 193 WB TO MD 201 NB	0.03	10	2	1	0	0	0.03	38.9960927	-76.8988567	38.9967179	-76.8982533	63880	1	MD 201 E6 R3	MD 201 E6 R3	16000RP00201  02NNMD6         03	1	1	4894	MD	5					2016
6388111	3	PG	RP	201	0		6	4	N	1	0	0.04	RAMP 4 FR RAMP 1 (FR MD 201) TO MD 193	RAMP 1 FR MD 201 NB TO MD 193 WB	GREENBELT RD	0.04	10	2	1	1	0	0.04	38.9956498	-76.9000715	38.9960946	-76.8990175	63881	1	MD 201 E6 R4	MD 201 E6 R4	16000RP00201  02NNMD6         04	1	1	4895	MD	5					2016
6388211	3	PG	RP	201	0		1	5	S	1	0	0.08	RAMP 5 FR MD 201 SB TO MD 965A EB	KENILWORTH AVE	KENILWORTH AVE	0.08	10	2	1	1	0	0.08	38.9141593	-76.9328692	38.9131809	-76.9336482	63882	1	MD 201 E1 R5	MD 201 E1 R5	16000RP00201  02SSMD1         05	1	1	4896	MD	5					2016
6388311	3	PG	RP	201	0		2	5	S	1	0	0.1	RAMP 5 FR MD 201 SB TO MD 450 EB	KENILWORTH AVE	ANNAPOLIS RD	0.1	10	2	1	0	0	0.1	38.9387447	-76.9373405	38.9392265	-76.9381495	63883	1	MD 201 E2 R5	MD 201 E2 R5	16000RP00201  02SSMD2         05	1	1	4897	MD	5					2016
6388411	3	PG	RP	201	0		2	6	S	1	0	0.11	RAMP 6 FR MD 450 EB TO MD 201 SB	ANNAPOLIS RD	KENILWORTH AVE	0.11	10	2	1	0	0	0.11	38.9392265	-76.9381495	38.9374983	-76.937295	63884	1	MD 201 E2 R6	MD 201 E2 R6	16000RP00201  02SSMD2         06	1	1	4898	MD	5					2016
6388511	3	PG	RP	201	0		6	5	S	1	0	0.2	RAMP 5 FR MD 201 SB TO MD 193 EB	KENILWORTH AVE	GREENBELT RD	0.2	10	2	1	1	0	0.2	38.9989016	-76.8983508	38.9962712	-76.9007416	63885	1	MD 201 E6 R5	MD 201 E6 R5	16000RP00201  02SSMD6         05	1	1	4899	MD	5					2016
6388611	3	PG	RP	201	0		6	6	S	1	0	0.04	RAMP 6 FR MD 193 TO RAMP 7 (TO MD 201)	GREENBELT RD	RAMP 7 FR MD 193 WB TO MD 201 SB	0.04	10	2	1	1	0	0.04	38.9962116	-76.9018638	38.9957272	-76.9011574	63886	1	MD 201 E6 R6	MD 201 E6 R6	16000RP00201  02SSMD6         06	1	1	4900	MD	5					2016
6388711	3	PG	RP	201	0		6	7	S	1	0	0.2	RAMP 7 FR MD 193 WB TO MD 201 SB	GREENBELT RD	KENILWORTH AVE	0.2	10	2	1	1	0	0.2	38.9962712	-76.9007416	38.9935431	-76.9025751	63887	1	MD 201 E6 R7	MD 201 E6 R7	16000RP00201  02SSMD6         07	1	1	4901	MD	5					2016
6388811	3	PG	RP	201	0		6	8	S	1	0	0.03	RAMP 8 FR RAMP 5 (FR MD 201) TO MD 193	RAMP 5 FR MD 201 SB TO MD 193 EB	GREENBELT RD	0.03	10	2	1	1	0	0.03	38.9970061	-76.9001753	38.9963883	-76.9009398	63888	1	MD 201 E6 R8	MD 201 E6 R8	16000RP00201  02SSMD6         08	1	1	4902	MD	5					2016
6388911	3	PG	RP	201	0		6	2	W	1	0	0.15	RAMP 2 FR MD 193 WB TO MD 201 NB	GREENBELT RD	KENILWORTH AVE	0.15	10	2	1	1	0	0.15	38.9962877	-76.8965352	38.9983922	-76.8984828	63889	1	MD 201 E6 R2	MD 201 E6 R2	16000RP00201  02WWMD6         02	1	1	4903	MD	5					2016
6389011	3	PG	RP	202	0		7	3	E	1	0	0.26	RAMP 3 FR MD 214 EB TO MD 202 NB	CENTRAL AVE	LARGO RD	0.26	10	2	1	1	0	0.26	38.8983718	-76.8313361	38.8979596	-76.8315607	63890	1	MD 202 E7 R3	MD 202 E7 R3	16000RP00202  02EEMD7         03	1	1	4904	MD	5					2016
6389111	3	PG	RP	202	0		7	4	E	1	0	0.29	RAMP 4 FR LARGO CENTER DR TO RAMP 8	LARGO CENTER DR	RAMP 8 FR MD 202 SB TO MD 214 WB	0.29	10	2	1	1	0	0.29	38.8979555	-76.8357979	38.8982911	-76.8335376	63891	1	MD 202 E7 R4	MD 202 E7 R4	16000RP00202  02EEMD7         04	1	1	4905	MD	5					2016
6389211	3	PG	RP	202	0		7	6	E	1	0	0.5	RAMP 6 FR MD 214 EB TO MD 202 SB	CENTRAL AVE	LARGO RD	0.5	10	2	1	1	0	0.5	38.8947039	-76.8388154	38.8939069	-76.8291571	63892	1	MD 202 E7 R6	MD 202 E7 R6	16000RP00202  02EEMD7         06	1	1	4906	MD	5					2016
6389311	3	PG	RP	202	0		7	10	E	1	0	0.06	RAMP 10 FR LARGO CENTER DR TO RAMP 4	LARGO CENTER DR	RAMP 4 FR LARGO CENTER DR TO RAMP 8	0.06	10	2	1	1	0	0.06	38.8993083	-76.8365729	38.8998758	-76.8351971	63893	1	MD 202 E7 R10	MD 202 E7 R10	16000RP00202  02EEMD7         10	1	1	4907	MD	5					2016
6389411	3	PG	RP	202	0		10	3	N	1	0	0.2	RAMP 3 FR MD 202 EB TO MD 704 NB	LANDOVER RD	MARTIN LUTHER KING JR HWY	0.2	10	2	1	0	0	0.2	38.9257841	-76.8735269	38.9255041	-76.8747524	63894	1	MD 202 E10 R3	MD 202 E10 R3	16000RP00202  02NNMD10        03	1	1	4908	MD	5					2016
6389511	3	PG	RP	202	0		10	4	N	1	0	0.2	RAMP 4 FR MD 704 NB TO MD 202 EB	MARTIN LUTHER KING JR HWY	LANDOVER RD	0.2	10	2	1	0	0	0.2	38.9239442	-76.8757971	38.9251493	-76.8722021	63895	1	MD 202 E10 R4	MD 202 E10 R4	16000RP00202  02NNMD10        04	1	1	4909	MD	5					2016
6389611	3	PG	RP	202	0		10	6	N	1	0	0.23	RAMP 6 FR MD 202 EB TO MD 704 SB	LANDOVER RD	MARTIN LUTHER KING JR HWY	0.23	10	2	1	0	0	0.23	38.9269139	-76.8767714	38.9234708	-76.8762804	63896	1	MD 202 E10 R6	MD 202 E10 R6	16000RP00202  02NNMD10        06	1	1	4910	MD	5					2016
6389711	3	PG	RP	202	0		7	1	N	1	0	0.27	RAMP 1 FR MD 202 NB TO MD 214 WB	LARGO RD	CENTRAL AVE	0.27	10	2	1	1	0	0.27	38.8990493	-76.8319025	38.8985382	-76.8314444	63897	1	MD 202 E7 R1	MD 202 E7 R1	16000RP00202  02NNMD7         01	1	1	4911	MD	5					2016
6389811	3	PG	RP	202	0		10	8	S	1	0	0.23	RAMP 8 FR MD 704 SB TO MD 202 WB	MARTIN LUTHER KING JR HWY	LANDOVER RD	0.23	10	2	1	0	0	0.23	38.9282022	-76.8728012	38.9272025	-76.8773683	63898	1	MD 202 E10 R8	MD 202 E10 R8	16000RP00202  02SSMD10        08	1	1	4912	MD	5					2016
6389911	3	PG	RP	202	0		7	5	S	1	0	0.24	RAMP 5 FR MD 202 SB TO MD 214 EB	LARGO RD	CENTRAL AVE	0.24	10	2	1	1	0	0.24	38.8975626	-76.8317365	38.8977517	-76.8326939	63899	1	MD 202 E7 R5	MD 202 E7 R5	16000RP00202  02SSMD7         05	1	1	4913	MD	5					2016
6390011	3	PG	RP	202	0		7	7	S	1	0	0.42	RAMP 7 FR RAMP 6 (FR MD 214) TO MD 202C	RAMP 6 FR MD 214 EB TO MD 202 SB	HARRY S TRUMAN DR	0.42	10	2	1	1	0	0.42	38.8951845	-76.8372811	38.8931045	-76.8386056	63900	1	MD 202 E7 R7	MD 202 E7 R7	16000RP00202  02SSMD7         07	1	1	4914	MD	5					2016
6390111	3	PG	RP	202	0		7	8	S	1	0	0.37	RAMP 8 FR MD 202 SB TO MD 214 WB	LARGO RD	CENTRAL AVE	0.37	10	2	1	1	0	0.37	38.9017543	-76.8330903	38.8960517	-76.8362443	63901	1	MD 202 E7 R8	MD 202 E7 R8	16000RP00202  02SSMD7         08	1	1	4915	MD	5					2016
6390211	3	PG	RP	202	0		7	9	S	1	0	0.15	RAMP 9 FR RAMP 7 (FR MD 214) TO MD 202C	RAMP 7 FR RAMP 6 (FR MD 214) TO MD 202C	HARRY S TRUMAN DR	0.15	10	2	1	1	0	0.15	38.8939562	-76.8359128	38.8940267	-76.8389328	63902	1	MD 202 E7 R9	MD 202 E7 R9	16000RP00202  02SSMD7         09	1	1	4916	MD	5					2016
6390311	3	PG	RP	202	0		10	1	W	1	0	0.17	RAMP 1 FR MD 704 NB TO MD 202 WB	MARTIN LUTHER KING JR HWY	LANDOVER RD	0.17	10	2	1	0	0	0.17	38.9265252	-76.8740325	38.92602	-76.8736942	63903	1	MD 202 E10 R1	MD 202 E10 R1	16000RP00202  02WWMD10        01	1	1	4917	MD	5					2016
6390411	3	PG	RP	202	0		10	2	W	1	0	0.17	RAMP 2 FR MD 202 WB TO MD 704 NB	LANDOVER RD	MARTIN LUTHER KING JR HWY	0.17	10	2	1	0	0	0.17	38.9254162	-76.8723845	38.9280995	-76.8727158	63904	1	MD 202 E10 R2	MD 202 E10 R2	16000RP00202  02WWMD10        02	1	1	4918	MD	5					2016
6390511	3	PG	RP	202	0		10	5	W	1	0	0.21	RAMP 5 FR MD 704 SB TO MD 202 EB	MARTIN LUTHER KING JR HWY	LANDOVER RD	0.21	10	2	1	0	0	0.21	38.9257687	-76.8747358	38.9262927	-76.8748794	63905	1	MD 202 E10 R5	MD 202 E10 R5	16000RP00202  02WWMD10        05	1	1	4919	MD	5					2016
6390611	3	PG	RP	202	0		10	7	W	1	0	0.19	RAMP 7 FR MD 202 WB TO MD 704 SB	LANDOVER RD	MARTIN LUTHER KING JR HWY	0.19	10	2	1	0	0	0.19	38.9265072	-76.8750406	38.9265468	-76.8741875	63906	1	MD 202 E10 R7	MD 202 E10 R7	16000RP00202  02WWMD10        07	1	1	4920	MD	5					2016
6390711	3	PG	RP	202	0		7	2	W	1	0	0.43	RAMP 2 FR MD 214 WB TO MD 202 NB	CENTRAL AVE	LARGO RD	0.43	10	2	1	1	0	0.43	38.899121	-76.8240998	38.9026291	-76.83304	63907	1	MD 202 E7 R2	MD 202 E7 R2	16000RP00202  02WWMD7         02	1	1	4921	MD	5					2016
6390811	3	PG	RP	210	0		13	3	E	1	0	0.181	RAMP 3 FR MD 414 EB TO MD 210 NB	OXON HILL RD	INDIAN HEAD HWY	0.181	10	2	1	1	0	0.181	38.802079	-76.9979422	38.8015143	-76.9987512	63908	1	MD 210 E13 R3	MD 210 E13 R3	16000RP00210  02EEMD13        03	1	1	4922	MD	5					2016
6390911	3	PG	RP	210	0		13	6	E	1	0	0.141	RAMP 6 FR MD 414 EB TO MD 210 SB	OXON HILL RD	INDIAN HEAD HWY	0.141	10	2	1	1	0	0.141	38.8012036	-77.0010484	38.8000046	-76.9987457	63909	1	MD 210 E13 R6	MD 210 E13 R6	16000RP00210  02EEMD13        06	1	1	4923	MD	5					2016
6391011	3	PG	RP	210	0		13	4	N	1	0	0.199	RAMP 4 FR MD 210 NB TO MD 414	INDIAN HEAD HWY	OXON HILL RD	0.199	10	2	1	1	0	0.199	38.7998031	-76.9985505	38.8022399	-76.9972164	63910	1	MD 210 E13 R4	MD 210 E13 R4	16000RP00210  02NNMD13        04	1	1	4924	MD	5					2016
6391111	3	PG	RP	210	0		13	5	S	1	0	0.121	RAMP 5 FR MD 210 SB TO MD 414 EB	INDIAN HEAD HWY	OXON HILL RD	0.121	10	2	1	1	0	0.121	38.8014413	-76.9989665	38.8017301	-77.0002761	63911	1	MD 210 E13 R5	MD 210 E13 R5	16000RP00210  02SSMD13        05	1	1	4925	MD	5					2016
6391211	3	PG	RP	210	0		13	7	S	1	0	0.02	RAMP 7 FR MD 414 WB TO RAMP 6(TO MD 210)	OXON HILL RD	RAMP 6 FR MD 414 EB TO MD 210 SB	0.02	10	2	1	1	0	0.02	38.8013063	-77.0009124	38.8011419	-77.0005683	63912	1	MD 210 E13 R7	MD 210 E13 R7	16000RP00210  02SSMD13        07	1	1	4926	MD	5					2016
6391311	3	PG	RP	210	0		13	2	W	1	0	0.119	RAMP 2 FR MD 414 WB TO MD 210 NB	OXON HILL RD	INDIAN HEAD HWY	0.119	10	2	1	1	0	0.119	38.8023198	-76.996797	38.8028065	-76.9988262	63913	1	MD 210 E13 R2	MD 210 E13 R2	16000RP00210  02WWMD13        02	1	1	4927	MD	5					2016
6391411	3	PG	RP	210	0		13	8	W	1	0	0.04	RAMP 8 FR RAMP 5(FR MD 210) TO MD 414 WB	RAMP 5 FR MD 210 SB TO MD 414 EB	OXON HILL RD	0.04	10	2	1	1	0	0.04	38.8010987	-77.0002265	38.8013994	-77.0007889	63914	1	MD 210 E13 R8	MD 210 E13 R8	16000RP00210  02WWMD13        08	1	1	4928	MD	5					2016
6395311	3	PG	RP	301	0		14	3	E	1	0	0.19	RAMP 3 FR MD 4 EB TO US 301 NB	PENNSYLVANIA AVE	CRAIN HWY	0.19	10	2	1	0	0	0.19	38.813825	-76.7374375	38.8134257	-76.7382856	63953	1	US 301 E14 R3	US 301 E14 R3	16000RP00301  02EEUS14        03	1	1	4929	US	5					2016
6395411	3	PG	RP	301	0		14	6	E	1	0	0.2	RAMP 6 FR MD 4 EB TO US 301 SB	PENNSYLVANIA AVE	CRAIN HWY	0.2	10	2	1	0	0	0.2	38.8136605	-76.7423095	38.8115863	-76.7393623	63954	1	US 301 E14 R6	US 301 E14 R6	16000RP00301  02EEUS14        06	1	1	4930	US	5					2016
6395511	3	PG	RP	301	0		20	1	E	1	0	0.16	RAMP 1 FR US 301 NB TO MD 214 WB	CRAIN HWY	CENTRAL AVE	0.16	10	2	1	0	0	0.16	38.8988932	-76.7181391	38.8984763	-76.7175599	63955	1	US 301 E20 R1	US 301 E20 R1	16000RP00301  02EEUS20        01	1	1	4931	US	5					2016
6395611	3	PG	RP	301	0		14	1	N	1	0	0.16	RAMP 1 FR US 301 NB TO MD 4 WB	CRAIN HWY	PENNSYLVANIA AVE	0.16	10	2	1	0	0	0.16	38.8147445	-76.7378626	38.8142187	-76.736924	63956	1	US 301 E14 R1	US 301 E14 R1	16000RP00301  02NNUS14        01	1	1	4932	US	5					2016
6395711	3	PG	RP	301	0		14	4	N	1	0	0.23	RAMP 4 FR US 301 NB TO MD 4 EB	CRAIN HWY	PENNSYLVANIA AVE	0.23	10	2	1	0	0	0.23	38.8117563	-76.7390159	38.8138175	-76.735269	63957	1	US 301 E14 R4	US 301 E14 R4	16000RP00301  02NNUS14        04	1	1	4933	US	5					2016
6395811	3	PG	RP	301	0		14	5	N	1	0	0.19	RAMP 5 FR US 301 SB TO MD 4 EB	CRAIN HWY	PENNSYLVANIA AVE	0.19	10	2	1	0	0	0.19	38.8123469	-76.738966	38.8137924	-76.7394012	63958	1	US 301 E14 R5	US 301 E14 R5	16000RP00301  02NNUS14        05	1	1	4934	US	5					2016
6395911	3	PG	RP	301	0		20	2	N	1	0	0.26	RAMP 2 FR MD 214 WB TO US 301 NB	CENTRAL AVE	CRAIN HWY	0.26	10	2	1	0	0	0.26	38.8979472	-76.7149073	38.9011254	-76.7177976	63959	1	US 301 E20 R2	US 301 E20 R2	16000RP00301  02NNUS20        02	1	1	4935	US	5					2016
6396011	3	PG	RP	301	0		14	8	S	1	0	0.22	RAMP 8 FR US 301 SB TO MD 4 WB	CRAIN HWY	PENNSYLVANIA AVE	0.22	10	2	1	0	0	0.22	38.8164239	-76.7376712	38.8140027	-76.7410568	63960	1	US 301 E14 R8	US 301 E14 R8	16000RP00301  02SSUS14        08	1	1	4936	US	5					2016
6396111	3	PG	RP	301	0		20	3	S	1	0	0.16	RAMP 3 FR MD 214 EB TO US 301 NB	CENTRAL AVE	CRAIN HWY	0.16	10	2	1	0	0	0.16	38.8989001	-76.7208902	38.8982962	-76.7182239	63961	1	US 301 E20 R3	US 301 E20 R3	16000RP00301  02SSUS20        03	1	1	4937	US	5					2016
6396211	3	PG	RP	301	0		20	5	S	1	0	0.15	RAMP 5 FR US 301 SB TO MD 214 EB	CRAIN HWY	CENTRAL AVE	0.15	10	2	1	0	0	0.15	38.8986689	-76.721109	38.8990371	-76.7215697	63962	1	US 301 E20 R5	US 301 E20 R5	16000RP00301  02SSUS20        05	1	1	4938	US	5					2016
6396311	3	PG	RP	301	0		20	8	S	1	0	0.16	RAMP 8 FR US 301 SB TO MD 214 WB	CRAIN HWY	CENTRAL AVE	0.16	10	2	1	0	0	0.16	38.9005851	-76.7204985	38.8996286	-76.7234242	63963	1	US 301 E20 R8	US 301 E20 R8	16000RP00301  02SSUS20        08	1	1	4939	US	5					2016
6396411	3	PG	RP	301	0		14	2	W	1	0	0.24	RAMP 2 FR MD 4 WB TO US 301 NB	PENNSYLVANIA AVE	CRAIN HWY	0.24	10	2	1	0	0	0.24	38.81439	-76.7334001	38.8164936	-76.7374183	63964	1	US 301 E14 R2	US 301 E14 R2	16000RP00301  02WWUS14        02	1	1	4940	US	5					2016
6396511	3	PG	RP	301	0		14	7	W	1	0	0.16	RAMP 7 FR MD 4 WB TO US 301 SB	PENNSYLVANIA AVE	CRAIN HWY	0.16	10	2	1	0	0	0.16	38.814126	-76.7387091	38.8144356	-76.7381921	63965	1	US 301 E14 R7	US 301 E14 R7	16000RP00301  02WWUS14        07	1	1	4941	US	5					2016
